date,tweet,cleaned_tweet,keywords,polarity,subjectivity
Sep 5,"Does delta-8 really help you sleep?.
What we know about delta-8 so far is anecdotal: We hear from MOONWLKR customers who have experienced a better night's sleep with delta-8.
The post Does delta-8 really help you sleep? appeared first on Leafly.",does delta really help you sleepwhat we know about delta so far is anecdotal we hear from moonwlkr customers who have experienced a better nights sleep with deltathe post does delta really help you sleep appeared first on leafly,"anecdotal, appeared, better, customers, delta, deltathe, does, experienced, far, hear, help, know, leafly, moonwlkr, nights, post, really, sleep, sleepwhat",0.3416666666666666,0.5222222222222223
Sep 5,"*consumes half pound of fine ground led shavings* nah nah it's delta 8, you can buy it at the corner store. It's weed",consumes half pound of fine ground led shavings nah nah its delta  you can buy it at the corner store its weed,"buy, consumes, corner, delta, fine, ground, half, led, nah, pound, shavings, store, weed",0.125,0.3333333333333333
Sep 6,They are Delta 8 THC. I take CBD too though. Delta 9 THC is the stuff that gets you high. Delta 8 is much milder. But I still feel buzzed...,they are delta  thc i take cbd too though delta  thc is the stuff that gets you high delta  is much milder but i still feel buzzed,"buzzed, cbd, delta, feel, gets, high, milder, stuff, thc",0.18,0.37
Sep 6,OK ANYONE THATS HAD DELTA 8 CAN YOU PLEASE TELL ME IF ITS DIFFERENT FROM REGULAR THC MY BODY CANT HANDLE THAT,ok anyone thats had delta  can you please tell me if its different from regular thc my body cant handle that,"body, delta, different, handle, ok, regular, tell, thats, thc",0.16666666666666666,0.3923076923076923
Sep 6,"How is Delta 8 THC 100% Federally legal? I got some Delta 8 gummies in the mail today and I'm feeling pretty high.
Send help...
And ice cream.",how is delta  thc  federally legal i got some delta  gummies in the mail today and im feeling pretty highsend helpand ice cream,"cream, delta, federally, feeling, got, gummies, helpand, highsend, ice, im, legal, mail, pretty, thc, today",0.225,0.6
Sep 6,I'm gonna have to check out that Delta 8- I've heard good things...,im gonna have to check out that delta  ive heard good things,"check, delta, gonna, good, heard, im, ive, things",0.7,0.6000000000000001
Sep 6,Tell me why delta 8 is legal if ur 18 but nobody will sell it to you unless ur 21??? Makes no sense,tell me why delta  is legal if ur  but nobody will sell it to you unless ur  makes no sense,"delta, legal, makes, sell, sense, tell, unless, ur",0.2,0.2
Sep 6,"I smoke every day, but if you take 50mg of delta-8 gummies I guarantee you're going to wake up with a weed hangover.",i smoke every day but if you take mg of delta gummies i guarantee youre going to wake up with a weed hangover,"day, delta, going, guarantee, gummies, hangover, mg, smoke, wake, weed, youre",0.0,0.0
Sep 6,Delta 8 waste of money,delta  waste of money,"delta, money, waste",-0.2,0.0
Sep 6,Bro the delta-8 gummies put me in my place though. Thought I was tough guy on campus then I’m all “where’d my legs go”,bro the delta gummies put me in my place though thought i was tough guy on campus then im all whered my legs go,"bro, campus, delta, gummies, guy, im, legs, place, thought, tough, whered",-0.3888888888888889,0.8333333333333334
Sep 6,"Lmao , I can’t with the mids , but look into delta-8 for a lighter thc experience.",lmao  i cant with the mids  but look into delta for a lighter thc experience,"delta, experience, lighter, lmao, look, mids, thc",0.6,1.0
Sep 6,I tried delta 8…pretty meh imo,i tried delta pretty meh imo,"delta, imo, meh, pretty, tried",0.25,1.0
Sep 6,"So, in talking about the perks of Delta 8 for me, it's been great. The biggest one is I am actually relaxing. Which is super weird. But, my body is relaxing. I am smiling and laughing when I put the kids to bed, even if I'm tired. I laid in bed, and felt my entire spine unknit.",so in talking about the perks of delta  for me its been great the biggest one is i am actually relaxing which is super weird but my body is relaxing i am smiling and laughing when i put the kids to bed even if im tired i laid in bed and felt my entire spine unknit,"actually, bed, biggest, body, delta, entire, felt, great, im, kids, laid, laughing, perks, relaxing, smiling, spine, super, talking, tired, unknit, weird",0.03888888888888888,0.6402777777777778
Sep 6,I use delta 8 vapes! I can’t smoke regular weed much bc it gives me anxiety but this is mellow enough that it just helps the pain and helps me sleep:) I love it!,i use delta  vapes i cant smoke regular weed much bc it gives me anxiety but this is mellow enough that it just helps the pain and helps me sleep i love it,"anxiety, bc, delta, gives, helps, just, love, mellow, pain, regular, sleep, smoke, use, vapes, weed",0.175,0.34423076923076923
Sep 6,That delta 8 no joke,that delta  no joke,"delta, joke",0.0,0.0
Sep 7,"Holy crap. I bought some Delta 8. I kind of assumed it would just be some nonsense that didn't do anything. I figure there's only one way to find out. But I'm definitely feeling it. It's not strong, but it's restored my faith in the world just a bit. Something that works.",holy crap i bought some delta  i kind of assumed it would just be some nonsense that didnt do anything i figure theres only one way to find out but im definitely feeling it its not strong but its restored my faith in the world just a bit something that works,"assumed, bit, bought, crap, definitely, delta, didnt, faith, feeling, figure, holy, im, just, kind, nonsense, restored, strong, theres, way, works, world",-0.08333333333333334,0.7866666666666667
Sep 7,DELTA 8 IS A GIFT FROM THE ISEKAI GODS WEED ISNT LEGAL IN KANSAS BUT FUCK WITH THE GENETIC COMPOUND AND BOOM YOU GOT LEGAL WEED WITH A NICE CBD TWIST I RECOOMEND GOING AND TRYING IT NOT SPONSERED JUST A LOVE OF #DELTA8,delta  is a gift from the isekai gods weed isnt legal in kansas but fuck with the genetic compound and boom you got legal weed with a nice cbd twist i recoomend going and trying it not sponsered just a love of delta,"boom, cbd, compound, delta, fuck, genetic, gift, gods, going, got, isekai, isnt, just, kansas, legal, love, nice, recoomend, sponsered, trying, twist, weed",0.22000000000000003,0.52
Sep 7,Crazy if you dont smoke weed but like weed and just cant afford it get the delta 8 vape it is cbd and like 2% thc that shit gets you litty titty,crazy if you dont smoke weed but like weed and just cant afford it get the delta  vape it is cbd and like  thc that shit gets you litty titty,"afford, cbd, crazy, delta, dont, gets, just, like, litty, shit, smoke, thc, titty, vape, weed",-0.4,0.8500000000000001
Sep 7,Ya niggas smoking delta 8 from a smoke shop? Ohh nahhh,ya niggas smoking delta  from a smoke shop ohh nahhh,"delta, nahhh, niggas, ohh, shop, smoke, smoking, ya",0.0,0.0
Sep 7,"I'm doing the delta 8 stuff, which is milder than real weed but eh, it's all that's legal here in Texas.",im doing the delta  stuff which is milder than real weed but eh its all thats legal here in texas,"delta, doing, eh, im, legal, milder, real, stuff, texas, thats, weed",0.2,0.25
Sep 7,I just started fucking with delta 8. I like it way better than 9 because I don’t get the paranoia,i just started fucking with delta  i like it way better than  because i dont get the paranoia,"better, delta, dont, fucking, just, like, paranoia, started, way",-0.04999999999999999,0.65
Sep 7,Delta 8 edibles are fire,delta  edibles are fire,"delta, edibles",0.0,0.0
Sep 7,People smoking delta 8 I just wanna know why are you such a fuckin dweeb,people smoking delta  i just wanna know why are you such a fuckin dweeb,"delta, dweeb, fuckin, just, know, people, smoking, wanna",0.0,0.5
Sep 7,No more Delta 8 CBD bullshit.,no more delta  cbd bullshit,"bullshit, cbd, delta",-0.25,0.5
Sep 7,"Spice was my big fucked up drug experience, you won't catch me doing anything with Delta 8",spice was my big fucked up drug experience you wont catch me doing anything with delta ,"big, catch, delta, doing, drug, experience, fucked, spice, wont",-0.3,0.39999999999999997
Sep 7,Don’t underestimate delta 8 I’m fucning ZOINKED,dont underestimate delta  im fucning zoinked,"delta, dont, fucning, im, underestimate, zoinked",0.0,0.0
Sep 7,I bought a delta 8 pen that I’m pretty sure was just spice suspended in vegetable oil,i bought a delta  pen that im pretty sure was just spice suspended in vegetable oil,"bought, delta, im, just, oil, pen, pretty, spice, sure, suspended, vegetable",0.375,0.9444444444444444
Sep 7,Delta 8 is gr8,delta  is gr,"delta, gr",0.0,0.0
Sep 7,Bro is it just me or everybody in Chicago smoke that delta 8 bullshit,bro is it just me or everybody in chicago smoke that delta  bullshit,"bro, bullshit, chicago, delta, everybody, just, smoke",0.0,0.0
Sep 8,"Okay but no cap, Delta 8 is niceee",okay but no cap delta  is niceee,"cap, delta, niceee, okay",0.5,0.5
Sep 8,"Delta 8 is really, honest and truly, diet weed. It ain't the same
But it'll do just enough",delta  is really honest and truly diet weed it aint the samebut itll do just enough,"aint, delta, diet, honest, itll, just, really, samebut, truly, weed",0.3,0.7
Sep 8,"delta 8 works man, im laid out",delta  works man im laid out,"delta, im, laid, man, works",0.0,0.0
Sep 8,"Delta 8 pen works wonders for me, but does give me hella munchies",delta  pen works wonders for me but does give me hella munchies,"delta, does, hella, munchies, pen, wonders, works",0.0,0.0
Sep 8,"Experts fear that new super CBD Delta-11 may be even more potent than Delta-8, warn of increased vibes and gas station earnings.",experts fear that new super cbd delta may be even more potent than delta warn of increased vibes and gas station earnings,"cbd, delta, earnings, experts, fear, gas, increased, new, potent, station, super, vibes, warn",0.36742424242424243,0.5303030303030303
Sep 8,Delta 8 is better. Federally legal and actually gets you high,delta  is better federally legal and actually gets you high,"actually, better, delta, federally, gets, high, legal",0.215,0.33499999999999996
Sep 8,Delta 8 THC is just legal mid,delta  thc is just legal mid,"delta, just, legal, mid, thc",0.1,0.1
Sep 8,We have a delta 8 disposable & a few delta 8 edibles and that vape knocks me on my ASS. Seriously 30 minutes later I’m sleeping like a rock.,we have a delta  disposable  a few delta  edibles and that vape knocks me on my ass seriously  minutes later im sleeping like a rock,"ass, delta, disposable, edibles, im, knocks, later, like, minutes, rock, seriously, sleeping, vape",-0.17777777777777778,0.25555555555555554
Sep 8,Delta 8 cigarettes are so cool I just smoked 3 and now I have to go to the black lodge,delta  cigarettes are so cool i just smoked  and now i have to go to the black lodge,"black, cigarettes, cool, delta, just, lodge, smoked",0.09166666666666666,0.5416666666666667
Sep 8,"Edibles are the most popular way to consume Delta 8. In my opinion, 3Chi's edibles are among the very best. Try them out for yourself and let me know what you think.",edibles are the most popular way to consume delta  in my opinion chis edibles are among the very best try them out for yourself and let me know what you think,"best, chis, consume, delta, edibles, know, let, opinion, popular, think, try, way",0.7000000000000001,0.5966666666666667
Sep 9,I got some Delta 8 Diesel and this got me on a happy high,i got some delta  diesel and this got me on a happy high,"delta, diesel, got, happy, high",0.48000000000000004,0.77
Sep 9,not that fucked if it's delta 8? 25 mg of delta 9 could destroy someone w no tolerance but that much d8 should hit like more like 12.5 mg which isn't terrible,not that fucked if its delta   mg of delta  could destroy someone w no tolerance but that much d should hit like more like  mg which isnt terrible,"delta, destroy, fucked, hit, isnt, like, mg, terrible, tolerance",-0.22000000000000003,0.48
Sep 9,"These are fire. Delta 8 edibles fire, come at me.",these are fire delta  edibles fire come at me,"come, delta, edibles",0.0,0.0
Sep 9,that delta-8 is no joke LMAOOOO took my ass out,that delta is no joke lmaoooo took my ass out,"ass, delta, joke, lmaoooo, took",0.0,0.0
Sep 9,"I think it’s kinda crazy how delta-8 is legal & literally makes me feel a lot like thc or whatever. I guess there’s a lot to it & not a whole lot is known about delta-8 like the things that are left behind in the body, but at this point why is thc still illegal here, hahaha.",i think its kinda crazy how delta is legal  literally makes me feel a lot like thc or whatever i guess theres a lot to it  not a whole lot is known about delta like the things that are left behind in the body but at this point why is thc still illegal here hahaha,"body, crazy, delta, feel, guess, hahaha, illegal, kinda, known, left, legal, like, literally, lot, makes, point, thc, theres, things, think",-0.17142857142857143,0.4428571428571429
Sep 9,Was off the delta 8 thinking I was in a hot dog eating contest,was off the delta  thinking i was in a hot dog eating contest,"contest, delta, dog, eating, hot, thinking",0.25,0.8500000000000001
Sep 9,Protein shakes. Also if you’re not into weed you can try delta 8 in cart form. It’s not psychoactive and it’s good for appetite enhancement too,protein shakes also if youre not into weed you can try delta  in cart form its not psychoactive and its good for appetite enhancement too,"appetite, cart, delta, enhancement, form, good, protein, psychoactive, shakes, try, weed, youre",0.7,0.6000000000000001
Sep 9,"Dude, Delta-8 wont do shit with the tolerance you have…",dude delta wont do shit with the tolerance you have,"delta, dude, shit, tolerance, wont",-0.2,0.8
Sep 9,"If you are looking for effects similar to #thc but with reduced potency, delta-8 may be for you. If you seek relief from certain symptoms and don’t want to get intoxicated, you may want to try a #cbd product.",if you are looking for effects similar to thc but with reduced potency delta may be for you if you seek relief from certain symptoms and dont want to get intoxicated you may want to try a cbd product,"cbd, certain, delta, dont, effects, intoxicated, looking, potency, product, reduced, relief, seek, similar, symptoms, thc, try, want",0.10714285714285714,0.4857142857142857
Sep 9,"Delta 8 really be having me fucked up. And I’m drinking on top, I’m just gone start smoking fr",delta  really be having me fucked up and im drinking on top im just gone start smoking fr,"delta, drinking, fr, fucked, gone, having, im, just, really, smoking, start",0.03333333333333335,0.4666666666666666
Sep 9,"I am shocked at how legal Delta 8 is, because wow",i am shocked at how legal delta  is because wow,"delta, legal, shocked, wow",-0.1333333333333333,0.6666666666666666
Sep 9,I've been loving delta 8!!!,ive been loving delta ,"delta, ive, loving",0.6,0.95
Sep 9,delta 8 is so good,delta  is so good,"delta, good",0.7,0.6000000000000001
Sep 9,Okay so delta 8 is semi made it’s natural but still has a process so the flower is just cbd sprayed with the delta 8 which can be super super unsafe even when done correctly and never tastes good (before I knew better I tried it),okay so delta  is semi made its natural but still has a process so the flower is just cbd sprayed with the delta  which can be super super unsafe even when done correctly and never tastes good before i knew better i tried it,"better, cbd, correctly, delta, flower, good, just, knew, natural, okay, process, semi, sprayed, super, tastes, tried, unsafe",0.41111111111111115,0.5555555555555556
Sep 9,ummmmm. why didn’t anyone tell me delta 8 gummies are amazing,ummmmm why didnt anyone tell me delta  gummies are amazing,"amazing, delta, didnt, gummies, tell, ummmmm",0.6000000000000001,0.9
Sep 10,"i have legal delta-8 gummies and wine, life is beautiful",i have legal delta gummies and wine life is beautiful,"beautiful, delta, gummies, legal, life, wine",0.525,0.6
Sep 10,Maaannn I had delta 8 pre rolls and them shits surprised tf outta me,maaannn i had delta  pre rolls and them shits surprised tf outta me,"delta, maaannn, outta, pre, rolls, shits, surprised, tf",0.1,0.9
Sep 10,My dad recently discovered delta 8 gummies and today he gave me half of one and said “be careful with this. You’re welcome” and winked ?????,my dad recently discovered delta  gummies and today he gave me half of one and said be careful with this youre welcome and winked ,"careful, dad, delta, discovered, gave, gummies, half, recently, said, today, welcome, winked, youre",0.13333333333333336,0.5791666666666666
Sep 10,"Bro if you smoke and haven’t at least looked in to Delta 8 idk what to tell you, you’re missing out. Legal, way cheaper, I haven’t looked back in months",bro if you smoke and havent at least looked in to delta  idk what to tell you youre missing out legal way cheaper i havent looked back in months,"bro, cheaper, delta, havent, idk, legal, looked, missing, months, smoke, tell, way, youre",-0.075,0.1625
Sep 10,"I tried delta 8 gummies last night, I do feel like they helped me sleep! #Delta8",i tried delta  gummies last night i do feel like they helped me sleep delta,"delta, feel, gummies, helped, like, night, sleep, tried",0.0,0.06666666666666667
Sep 10,"just took 125mg of delta 8 gummies, and I just did some reading on them and now i’m scared",just took mg of delta  gummies and i just did some reading on them and now im scared,"delta, did, gummies, im, just, mg, reading, scared, took",0.0,0.0
Sep 10,Delta 8… but they clearly work ahah,delta  but they clearly work ahah,"ahah, clearly, delta, work",0.10000000000000002,0.3833333333333333
Sep 10,all the delta 8 does is make me tired,all the delta  does is make me tired,"delta, does, make, tired",-0.4,0.7
Sep 10,hit this delta 8 thc vape before lifting and i think all it did was negate the preworkout,hit this delta  thc vape before lifting and i think all it did was negate the preworkout,"delta, did, hit, lifting, negate, preworkout, thc, think, vape",0.0,0.0
Sep 10,this delta 8 got my brain doing the two step,this delta  got my brain doing the two step,"brain, delta, doing, got, step",0.0,0.0
Sep 10,celebrating a successful interview for a job that doesn't drug test by turning my brain into a blank slate with delta 8,celebrating a successful interview for a job that doesnt drug test by turning my brain into a blank slate with delta ,"blank, brain, celebrating, delta, doesnt, drug, interview, job, slate, successful, test, turning",0.375,0.475
Sep 10,I bought some Delta 8 gummies …. & when I tell you I’ve been getting some of the best sleep of my life … I almost forgot what it felt like to get a full 8 hour of uninterrupted sleep.,i bought some delta  gummies   when i tell you ive been getting some of the best sleep of my life  i almost forgot what it felt like to get a full  hour of uninterrupted sleep,"best, bought, delta, felt, forgot, getting, gummies, hour, ive, life, like, sleep, tell, uninterrupted",0.45,0.2833333333333334
Sep 10,"BTW-- Delta 8 seems to be a decent pain management supplement. No ""high"" for me like with Delta 9, but the body certainly appreciates it. Your mileage may vary.",btw delta  seems to be a decent pain management supplement no high for me like with delta  but the body certainly appreciates it your mileage may vary,"appreciates, body, btw, certainly, decent, delta, high, like, management, mileage, pain, supplement, vary",0.1003174603174603,0.5926984126984126
Sep 10,The only thing that keeps me going are my delta 8 edibles,the only thing that keeps me going are my delta  edibles,"delta, edibles, going, keeps, thing",0.0,1.0
Sep 10,"I'm doing delta 8 pens, it's like half a dab, still strong but you don't lose yourself, less rush/comedown, no hangover.",im doing delta  pens its like half a dab still strong but you dont lose yourself less rushcomedown no hangover,"dab, delta, doing, dont, half, hangover, im, like, lose, pens, rushcomedown, strong",0.03333333333333332,0.3222222222222222
Sep 10,"Damn, Delta 8 is gr8",damn delta  is gr,"damn, delta, gr",0.0,0.0
Sep 10,"On the real if anyone who doesn’t like smoking weed but you want to feel nice, try delta 8. I take a 10mg honey stick before bed and it’s sooooo relaxing and I get the giggles",on the real if anyone who doesnt like smoking weed but you want to feel nice try delta  i take a mg honey stick before bed and its sooooo relaxing and i get the giggles,"bed, delta, doesnt, feel, giggles, honey, like, mg, nice, real, relaxing, smoking, sooooo, stick, try, want, weed",0.4,0.65
Sep 11,I've read some super whack things about Delta 8,ive read some super whack things about delta ,"delta, ive, read, super, things, whack",0.3333333333333333,0.6666666666666666
Sep 11,yooo i review delta 8 products!! what form r u trying! if u already smoke regularly i 100% recommend delta 8 dabs they hit HARD,yooo i review delta  products what form r u trying if u already smoke regularly i  recommend delta  dabs they hit hard,"dabs, delta, form, hard, hit, products, recommend, regularly, review, smoke, trying, yooo",-0.14583333333333334,0.3092948717948718
Sep 11,I like delta 8,i like delta ,"delta, like",0.0,0.0
Sep 11,Haven't some states banned the sale of Delta / 8,havent some states banned the sale of delta  ,"banned, delta, havent, sale, states",0.0,0.0
Sep 11,personally just been doing delta 8 pens cuz like weed w/o making me hungry,personally just been doing delta  pens cuz like weed wo making me hungry,"cuz, delta, doing, hungry, just, like, making, pens, personally, weed, wo",0.0,0.3
Sep 11,can u give me some delta 6 bro delta 8 makes me paranoid,can u give me some delta  bro delta  makes me paranoid,"bro, delta, makes, paranoid",0.0,0.0
Sep 11,"""It's that Delta-8, man, it's great."" Scott Horton rules.",its that delta man its great scott horton rules,"delta, great, horton, man, rules, scott",0.8,0.75
Sep 11,Try some Delta 8 gummies. Pretty much destroyed my interest in alcohol and other substances. Consistently gives you that feeling of waking up on a rainy morning in a cocoon of blankets.,try some delta  gummies pretty much destroyed my interest in alcohol and other substances consistently gives you that feeling of waking up on a rainy morning in a cocoon of blankets,"alcohol, blankets, cocoon, consistently, delta, destroyed, feeling, gives, gummies, morning, pretty, rainy, substances, try, waking",0.14375,0.45625
Sep 11,I tried delta-8 for the first time a week ago and for me it was like being high without the anxiety that I sometimes get with normal THC,i tried delta for the first time a week ago and for me it was like being high without the anxiety that i sometimes get with normal thc,"ago, anxiety, delta, high, like, normal, thc, time, tried, week",0.18666666666666668,0.5077777777777778
Sep 11,I luv delta 8,i luv delta ,"delta, luv",0.0,0.0
Sep 11,Holy fuck i just tried delta 8 and this shit is INSAne,holy fuck i just tried delta  and this shit is insane,"delta, fuck, holy, insane, just, shit, tried",-0.5333333333333333,0.7999999999999999
Sep 11,"anyways i picked up some delta 8 bud today ! i got two different strains, one sativa and one indica because i’m still trying to figure out which kind will give me less anxiety/ munchies",anyways i picked up some delta  bud today  i got two different strains one sativa and one indica because im still trying to figure out which kind will give me less anxiety munchies,"anxiety, anyways, bud, delta, different, figure, got, im, indica, kind, munchies, picked, sativa, strains, today, trying",0.14444444444444446,0.5222222222222223
Sep 11,Also the advent of Delta 8 has probably created the need for some legal counsel.,also the advent of delta  has probably created the need for some legal counsel,"advent, counsel, created, delta, legal, need, probably",0.2,0.2
Sep 11,"Delta-8 products are undergoing new #regulation in the state of #Michigan.
#delta8",delta products are undergoing new regulation in the state of michigandelta,"delta, michigandelta, new, products, regulation, state, undergoing",0.13636363636363635,0.45454545454545453
Sep 11,"All I’m saying is my friend tests drugs and testifies on them in court, LITERALLY A CHEMIST and after looking at lab results on it, he said delta 8 is literally weed lite and it’s fine. It’s literally fine. They’re about to outlaw the fuck out of it though.",all im saying is my friend tests drugs and testifies on them in court literally a chemist and after looking at lab results on it he said delta  is literally weed lite and its fine its literally fine theyre about to outlaw the fuck out of it though,"chemist, court, delta, drugs, fine, friend, fuck, im, lab, lite, literally, looking, outlaw, results, said, saying, testifies, tests, theyre, weed",0.14444444444444446,0.5333333333333333
Sep 12,delta 8 is just mind control weed invented by the cia,delta  is just mind control weed invented by the cia,"cia, control, delta, invented, just, mind, weed",0.0,0.0
Sep 12,"Convinced that all the articles saying delta 8 is technically safe but ""under no circumstances should you inhale it"" are ops. What am I bill clinton? grow a pair coward.",convinced that all the articles saying delta  is technically safe but under no circumstances should you inhale it are ops what am i bill clinton grow a pair coward,"articles, circumstances, clinton, convinced, coward, delta, grow, inhale, ops, pair, safe, saying, technically",0.5,0.5
Sep 12,I think it’s really embarrassing that delta 8 makes me stoned,i think its really embarrassing that delta  makes me stoned,"delta, embarrassing, makes, really, stoned, think",0.2,0.2
Sep 12,"Careful with delta 8, there's hardly any regulation if it all, in terms of testing for contaminants. Better off sticking with natural THC. MuchLove",careful with delta  theres hardly any regulation if it all in terms of testing for contaminants better off sticking with natural thc muchlove,"better, careful, contaminants, delta, hardly, muchlove, natural, regulation, sticking, terms, testing, thc, theres",0.05208333333333332,0.6104166666666666
Sep 12,So I just learned delta 8 actually gets you high and isn’t just CBD??,so i just learned delta  actually gets you high and isnt just cbd,"actually, cbd, delta, gets, high, isnt, just, learned",0.08,0.31999999999999995
Sep 12,"Try delta 8 gummies. There’s no consistency from one shop to the next but I’ve had some really strong ones that definitely did the trick. That said, I’ve also had shitty ones that I was told would be strong but the good ones can be really good.",try delta  gummies theres no consistency from one shop to the next but ive had some really strong ones that definitely did the trick that said ive also had shitty ones that i was told would be strong but the good ones can be really good,"consistency, definitely, delta, did, good, gummies, ive, ones, really, said, shitty, shop, strong, theres, told, trick, try",0.37777777777777777,0.5277777777777778
Sep 12,"Delta 8 is fuckin wild
I just legally bought a quarter of bud with a debit cars",delta  is fuckin wildi just legally bought a quarter of bud with a debit cars,"bought, bud, cars, debit, delta, fuckin, just, legally, quarter, wildi",0.2,0.2
Sep 12,Nothing like overconsuming delta 8,nothing like overconsuming delta ,"delta, like, overconsuming",0.0,0.0
Sep 12,Now I stick with Delta 8 edibles! I’m a lightweight,now i stick with delta  edibles im a lightweight,"delta, edibles, im, lightweight, stick",0.0,0.0
Sep 12,someone told me delta 8 is milder and legal in PA but i don’t really want to spend the money and gamble tbh. i prefer alcohol cuz it tastes good and doesn’t give me psychosis,someone told me delta  is milder and legal in pa but i dont really want to spend the money and gamble tbh i prefer alcohol cuz it tastes good and doesnt give me psychosis,"alcohol, cuz, delta, doesnt, dont, gamble, good, legal, milder, money, pa, prefer, psychosis, really, spend, tastes, tbh, told, want",0.3666666666666667,0.3333333333333333
Sep 12,"I got a bottle of delta 8 gummies that I'm unsure about. Last time I smoked some medicinal, I couldn't pull my head out of the toilet.",i got a bottle of delta  gummies that im unsure about last time i smoked some medicinal i couldnt pull my head out of the toilet,"bottle, delta, got, gummies, head, im, medicinal, pull, smoked, time, toilet, unsure",-0.016666666666666666,0.03333333333333333
Sep 12,FDA might not have approved the vaccine but they did approve Delta 8 so it's kind of a win-win,fda might not have approved the vaccine but they did approve delta  so its kind of a winwin,"approve, approved, delta, did, fda, kind, vaccine, winwin",0.6,0.9
Sep 12,My daughter & I are struggling. CBD & Delta-8 has helped us a lot.,my daughter  i are struggling cbd  delta has helped us a lot,"cbd, daughter, delta, helped, lot, struggling",0.0,0.0
Sep 12,Lmfaooo u real af i Just got my silly delta 8 edibles,lmfaooo u real af i just got my silly delta  edibles,"af, delta, edibles, got, just, lmfaooo, real, silly",-0.15,0.5875
Sep 12,Okay trying delta 8 again but like 1/4 of a gummie instead of a whole one. Last time was a shit show. Lol. So here goes nothing. Hopefully it’ll be a much calmer and relaxing high instead of me feeling like I’m dying and losing it and very intoxicated.,okay trying delta  again but like  of a gummie instead of a whole one last time was a shit show lol so here goes nothing hopefully itll be a much calmer and relaxing high instead of me feeling like im dying and losing it and very intoxicated,"calmer, delta, dying, feeling, goes, gummie, high, hopefully, im, instead, intoxicated, itll, like, lol, losing, okay, relaxing, shit, time, trying",0.23249999999999998,0.43833333333333335
Sep 12,"Some disposable delta 8 vapes look completely indistinguishable from any other vape, highly recommend just going on a walk with one",some disposable delta  vapes look completely indistinguishable from any other vape highly recommend just going on a walk with one,"completely, delta, disposable, going, highly, indistinguishable, just, look, recommend, vape, vapes, walk",0.045000000000000005,0.4383333333333333
Sep 12,"My buddy gave me some delta 8 gummies, they were really nice",my buddy gave me some delta  gummies they were really nice,"buddy, delta, gave, gummies, nice, really",0.6,1.0
Sep 12,Loving delta 8 tbh,loving delta  tbh,"delta, loving, tbh",0.6,0.95
Sep 12,"It’s not even that, just messes with my head but I switched to Delta 8 and can enjoy getting high again.",its not even that just messes with my head but i switched to delta  and can enjoy getting high again,"delta, enjoy, getting, head, high, just, messes, switched",0.28,0.52
Sep 12,I’m marking today the first day I bought legal DELTA 8 in Texas! #weed2021,im marking today the first day i bought legal delta  in texas weed,"bought, day, delta, im, legal, marking, texas, today, weed",0.225,0.26666666666666666
Sep 12,crazy how i'm obsessed w delta 8 and the delta variant exists lol year of delta,crazy how im obsessed w delta  and the delta variant exists lol year of delta,"crazy, delta, exists, im, lol, obsessed, variant, year",-0.10000000000000002,0.8666666666666666
Sep 12,this delta 8 cart tasting like absolute shit,this delta  cart tasting like absolute shit,"absolute, cart, delta, like, shit, tasting",0.0,0.8500000000000001
Sep 12,"Trying Delta 10 for the first time, not bad. I'm actually a little giggly. Delta 8 still probally better for sleep.",trying delta  for the first time not bad im actually a little giggly delta  still probally better for sleep,"actually, bad, better, delta, giggly, im, little, probally, sleep, time, trying",0.22812499999999997,0.5
Sep 12,"I been on this delta 8, but it ain’t it no more, I need that grass baby.",i been on this delta  but it aint it no more i need that grass baby,"aint, baby, delta, grass, need",-0.25,0.5
Sep 12,You should be able to get Delta-8 products. I take a gummy every night (unless I forget) to be able to sleep through the anxiety.,you should be able to get delta products i take a gummy every night unless i forget to be able to sleep through the anxiety,"able, anxiety, delta, forget, gummy, night, products, sleep, unless",0.5,0.625
Sep 12,"We have the delta 8 cartridges where I live, best thing I’ve ever had",we have the delta  cartridges where i live best thing ive ever had,"best, cartridges, delta, ive, live, thing",0.5681818181818181,0.4
Sep 12,"Probably about time for my evening dose of CBD with a tiny bit of delta 8. I used to take it really late, right before bed. Its getting earlier & earlier because I LIKE it.",probably about time for my evening dose of cbd with a tiny bit of delta  i used to take it really late right before bed its getting earlier  earlier because i like it,"bed, bit, cbd, delta, dose, earlier, evening, getting, late, like, probably, really, right, time, tiny, used",-0.002857142857142858,0.5271428571428571
Sep 12,yea that's what i'm lookin for. I've ate the delta 8 thc gummies from 3Chi and those felt pretty good,yea thats what im lookin for ive ate the delta  thc gummies from chi and those felt pretty good,"ate, chi, delta, felt, good, gummies, im, ive, lookin, pretty, thats, thc, yea",0.475,0.8
Sep 12,Delta variant? Are you guys talking about that delta-8 fake gas station weed?,delta variant are you guys talking about that delta fake gas station weed,"delta, fake, gas, guys, station, talking, variant, weed",-0.5,1.0
Sep 12,"the handwritten thank you notes with @CBDOilSite
orders are everythingPleading face stoked to try this delta 8 syrup!",the handwritten thank you notes with cbdoilsiteorders are everythingpleading face stoked to try this delta  syrup,"cbdoilsiteorders, delta, everythingpleading, face, handwritten, notes, stoked, syrup, thank, try",0.0,0.0
