date,tweet,cleaned_tweet,keywords,polarity,subjectivity
Aug 26,i love delta 8,i love delta ,"delta, love",0.5,0.6
Aug 26,"My buddy sent me a link to give people who want some of his 500mg delta 8 gummies for less than $15 a piece, get with me if yer curious and I’ll send it to you. They smack",my buddy sent me a link to give people who want some of his mg delta  gummies for less than  a piece get with me if yer curious and ill send it to you they smack,"buddy, curious, delta, gummies, ill, link, mg, people, piece, send, sent, smack, want, yer",-0.25555555555555554,0.6888888888888888
Aug 26,300mg delta 8 edible turns me into a waffle,mg delta  edible turns me into a waffle,"delta, edible, mg, turns, waffle",0.0,0.0
Aug 27,"Can't find a job that pays well and will let me sit down, because those jobs all require drug tests or a degree. Can't pass a drug test because I'm in pain all the time from my intensely physical housekeeping job and use Delta 8 to cope.",cant find a job that pays well and will let me sit down because those jobs all require drug tests or a degree cant pass a drug test because im in pain all the time from my intensely physical housekeeping job and use delta  to cope,"cope, degree, delta, drug, housekeeping, im, intensely, job, jobs, let, pain, pass, pays, physical, require, sit, test, tests, time, use",-0.07777777777777779,0.21587301587301588
Aug 27,Just ripped 300mg of some delta 8 gummies..I’ll catch yall sometime tomorrow afternoon,just ripped mg of some delta  gummiesill catch yall sometime tomorrow afternoon,"afternoon, catch, delta, gummiesill, just, mg, ripped, tomorrow, yall",0.0,0.0
Aug 27,Started smoking the Delta 8 stuff in Texas. It's nice being able to get legal stuff here but it doesn't compare to the real deal.,started smoking the delta  stuff in texas its nice being able to get legal stuff here but it doesnt compare to the real deal,"able, compare, deal, delta, doesnt, legal, nice, real, smoking, started, stuff, texas",0.375,0.53125
Aug 27,"Some people use Delta 8 for sleep & I can see how it could be helpful for that. I find it reduces anxiety & it's easier to clear things from your mind. It really doesn't make me directly sleepy like melatonin does, melatonin is also cheaper for the amount I have to take.",some people use delta  for sleep  i can see how it could be helpful for that i find it reduces anxiety  its easier to clear things from your mind it really doesnt make me directly sleepy like melatonin does melatonin is also cheaper for the amount i have to take,"anxiety, cheaper, clear, delta, directly, does, doesnt, easier, helpful, like, make, melatonin, mind, people, really, reduces, sleep, sleepy, things, use",0.13333333333333333,0.3277777777777778
Aug 27,First time trying Delta 8. Am I just really out of the loop? Why am I just learning about it?,first time trying delta  am i just really out of the loop why am i just learning about it,"delta, just, learning, loop, really, time, trying",0.225,0.26666666666666666
Aug 27,"Anybody here ever tried Delta 8? I'm wondering if there's a point where that didn't finishing returns. Like I can tell the difference between nothing and 250 mg, but going up to over a thousand doesn't seem to make a whole lot of difference.",anybody here ever tried delta  im wondering if theres a point where that didnt finishing returns like i can tell the difference between nothing and  mg but going up to over a thousand doesnt seem to make a whole lot of difference,"anybody, delta, didnt, difference, doesnt, finishing, going, im, like, lot, make, mg, point, returns, tell, theres, thousand, tried, wondering",0.2,0.4
Aug 27,I’m about to take a flower break and move on to delta 8 tincture and edibles.,im about to take a flower break and move on to delta  tincture and edibles,"break, delta, edibles, flower, im, tincture",0.0,0.0
Aug 27,"try delta 8 or delta X...all the benefits and no headaches, hang overs, waste of money, bad choices, liver damage etc. If you consume rather than smoke it can last 8 hours",try delta  or delta xall the benefits and no headaches hang overs waste of money bad choices liver damage etc if you consume rather than smoke it can last  hours,"bad, benefits, choices, consume, damage, delta, hang, headaches, hours, liver, money, overs, smoke, try, waste, xall",-0.3,0.24444444444444444
Aug 27,Obviously someone can get better cabbage than this Delta 8 shit in the Quay!,obviously someone can get better cabbage than this delta  shit in the quay,"better, cabbage, delta, obviously, quay, shit",0.09999999999999999,0.6
Aug 27,"Upon further reflection and ingestion of sativa-based delta 8 strains, I will be posting a longer, more comprehensive version of The SPERM Act sometime this weekend, as well as a letter introducing the bill to potentially friendly legislators",upon further reflection and ingestion of sativabased delta  strains i will be posting a longer more comprehensive version of the sperm act sometime this weekend as well as a letter introducing the bill to potentially friendly legislators,"act, comprehensive, delta, friendly, ingestion, introducing, legislators, letter, longer, posting, potentially, reflection, sativabased, sperm, strains, version, weekend",0.2916666666666667,0.5
Aug 28,I’m trying a delta 8 cart now and I don’t think it’s doing much?,im trying a delta  cart now and i dont think its doing much,"cart, delta, doing, dont, im, think, trying",0.2,0.2
Aug 28,Time to Medicate with Delta 8,time to medicate with delta ,"delta, medicate, time",0.0,0.0
Aug 28,"I remember the 1st time I tried Delta 8 for a migraine. It worked really well. But I didn't know you shouldn't vape on it all day long like a nicotine vape. Yeah, heady is a good word. LOL",i remember the st time i tried delta  for a migraine it worked really well but i didnt know you shouldnt vape on it all day long like a nicotine vape yeah heady is a good word lol,"day, delta, didnt, good, heady, know, like, lol, long, migraine, nicotine, really, remember, shouldnt, st, time, tried, vape, word, worked, yeah",0.4125,0.47500000000000003
Aug 28,Delta 8 and paxil is what helped and continues to help me ♡ sending all the good vibes,delta  and paxil is what helped and continues to help me  sending all the good vibes,"continues, delta, good, help, helped, paxil, sending, vibes",0.7,0.6000000000000001
Aug 28,That delta 8 shit gets me fucked up,that delta  shit gets me fucked up,"delta, fucked, gets, shit",-0.4,0.75
Aug 28,"If it says something like ""Grape Ape"" that usually is referring to the strain that it's derived from, not the flavor. Common misconception. Delta 8 does have a lot of benefits, particularly for folks with cancer that it was intended for. What I hate is it gets abused like so...",if it says something like grape ape that usually is referring to the strain that its derived from not the flavor common misconception delta  does have a lot of benefits particularly for folks with cancer that it was intended for what i hate is it gets abused like so,"abused, ape, benefits, cancer, common, delta, derived, does, flavor, folks, gets, grape, hate, intended, like, lot, misconception, particularly, referring, says, strain, usually",-0.2958333333333334,0.49583333333333335
Aug 28,"I normally use Delta 8 or Dispensary grade products, but I’d be down to try out some other CBD products! My knowledge of CBD is limited at the moment",i normally use delta  or dispensary grade products but id be down to try out some other cbd products my knowledge of cbd is limited at the moment,"cbd, delta, dispensary, grade, id, knowledge, limited, moment, normally, products, try, use",-0.050496031746031754,0.3641865079365079
Aug 28,Delta-8 is very similar to THC but it’s not THC ! Delta-8 is from HEMP and it will give you the same relaxing and relieving effects like CBD but will also give you a “moderate” head high.,delta is very similar to thc but its not thc  delta is from hemp and it will give you the same relaxing and relieving effects like cbd but will also give you a moderate head high,"cbd, delta, effects, head, hemp, high, like, moderate, relaxing, relieving, similar, thc",0.04,0.47124999999999995
Aug 28,Ok maybe this delta 8 hittin a little,ok maybe this delta  hittin a little,"delta, hittin, little, maybe, ok",0.15625,0.5
Aug 28,y’all i took one hit off tbat delta 8 cart omfg,yall i took one hit off tbat delta  cart omfg,"cart, delta, hit, omfg, tbat, took, yall",0.0,0.0
Aug 29,I enjoy my delta 8 edibles…hate to smoke it,i enjoy my delta  edibleshate to smoke it,"delta, edibleshate, enjoy, smoke",0.4,0.5
Aug 29,(flash gif warning) Trying delta-8 for the first time. (Like diet THC basically) Me: Damn this shit is fake af I got scammed -ten minutes later- Me:,flash gif warning trying delta for the first time like diet thc basically me damn this shit is fake af i got scammed ten minutes later me,"af, basically, damn, delta, diet, fake, flash, gif, got, later, like, minutes, scammed, shit, thc, time, trying, warning",-0.09,0.42666666666666664
Aug 29,I’m starting to think they be sellin mfs delta 8 thc,im starting to think they be sellin mfs delta  thc,"delta, im, mfs, sellin, starting, thc, think",0.0,0.1
Aug 29,switching from weed to delta 8 like,switching from weed to delta  like,"delta, like, switching, weed",0.0,0.0
Aug 29,"I can't. Even indicas, and Delta 8, makes my heart beat too fast and causes anxiety. My teen years of ""better living through chemistry®"" caught up with me.",i cant even indicas and delta  makes my heart beat too fast and causes anxiety my teen years of better living through chemistry caught up with me,"anxiety, beat, better, caught, causes, chemistry, delta, fast, heart, indicas, living, makes, teen, years",0.2333333333333333,0.3666666666666667
Aug 29,“ delta 8 doesn’t do anything “ okay then why did I just stare at my empty wall for 10 minutes straight, delta  doesnt do anything  okay then why did i just stare at my empty wall for  minutes straight,"delta, did, doesnt, just, minutes, okay, stare, straight, wall",0.20000000000000004,0.4666666666666666
Aug 29,"I'm having a delta 8, cbd and Biscotti (real stuff strain) joint. Not fucking bad at all. Max level chill",im having a delta  cbd and biscotti real stuff strain joint not fucking bad at all max level chill,"bad, biscotti, cbd, chill, delta, fucking, having, im, joint, level, max, real, strain, stuff",0.27499999999999997,0.48333333333333334
Aug 29,Cbd is Diet Coke and delta 8 is like Coke Zero.,cbd is diet coke and delta  is like coke zero,"cbd, coke, delta, diet, like, zero",0.0,0.0
Aug 29,delta 8 is not so bad this is just weed why is it legal,delta  is not so bad this is just weed why is it legal,"bad, delta, just, legal, weed",-0.24999999999999992,0.43333333333333335
Aug 29,Tldr: no oversight in how they extract/synthesize delta-8. Chemist fear people are not properly prepping these products for safe consumption. Isomers of THC are not the concern.,tldr no oversight in how they extractsynthesize delta chemist fear people are not properly prepping these products for safe consumption isomers of thc are not the concern,"chemist, concern, consumption, delta, extractsynthesize, fear, isomers, oversight, people, prepping, products, properly, safe, thc, tldr",0.25,0.3
Aug 30,hit a delta 8 pen at the vape shop and currently unable to walk in a straight line,hit a delta  pen at the vape shop and currently unable to walk in a straight line,"currently, delta, hit, line, pen, shop, straight, unable, vape, walk",-0.15,0.45
Aug 30,is delta 8 legal? yes. does buying it feel illegal? also yes.,is delta  legal yes does buying it feel illegal also yes,"buying, delta, does, feel, illegal, legal, yes",-0.15,0.35
Aug 30,"So delta 10 is more potent than delta 8. The difference is just the location of a double bond between two carbons. People say that delta 8 gives them less of the effects that regular weed causes like anxiety, paranoia, etc. if you only use D8 and get drug tested you will still",so delta  is more potent than delta  the difference is just the location of a double bond between two carbons people say that delta  gives them less of the effects that regular weed causes like anxiety paranoia etc if you only use d and get drug tested you will still,"anxiety, bond, carbons, causes, delta, difference, double, drug, effects, gives, just, like, location, paranoia, people, potent, regular, say, tested, use, weed",0.1388888888888889,0.3572649572649573
Aug 30,"So! After a few doses of Delta 8 over the last week, I have thoughts: First off, I thought this was going to be CBD but a bit more enhanced. I was WAAAY off. I thought it was supposed to be a placebo, but nope. It's also been beneficial to my mental (and physical?) health",so after a few doses of delta  over the last week i have thoughts first off i thought this was going to be cbd but a bit more enhanced i was waaay off i thought it was supposed to be a placebo but nope its also been beneficial to my mental and physical health,"beneficial, bit, cbd, delta, doses, enhanced, going, health, mental, nope, physical, placebo, supposed, thought, thoughts, waaay, week",0.07500000000000001,0.2238095238095238
Aug 30,"Delta-8 THC should be regulated but not banned, HIA says",delta thc should be regulated but not banned hia says,"banned, delta, hia, regulated, says, thc",0.0,0.0
Aug 30,What is delta-10? Delta-10 is a cannabinoid. Like Delta-8 the Delta-10 can get you high but it's not as potent. The researcher described delta-8 like an indica & delta-10 like a sativa #cannabis #floweroflife #marijuana #cbd #hemp,what is delta delta is a cannabinoid like delta the delta can get you high but its not as potent the researcher described delta like an indica  delta like a sativa cannabis floweroflife marijuana cbd hemp,"cannabinoid, cannabis, cbd, delta, described, floweroflife, hemp, high, indica, like, marijuana, potent, researcher, sativa",0.33,0.52
Aug 30,I can’t believe that Delta 8 shot kept me in bed until 3 pm today,i cant believe that delta  shot kept me in bed until  pm today,"bed, believe, delta, kept, pm, shot, today",0.0,0.0
Aug 30,I learned today that delta 8 is super bad for you lol i want edibles now,i learned today that delta  is super bad for you lol i want edibles now,"bad, delta, edibles, learned, lol, super, today, want",0.14444444444444451,0.6777777777777777
Aug 30,is delta-8 thc any good,is delta thc any good,"delta, good, thc",0.7,0.6000000000000001
Aug 30,My mama uses delta 8 I like it but I’ve read some stuff about it being unsafe,my mama uses delta  i like it but ive read some stuff about it being unsafe,"delta, ive, like, mama, read, stuff, unsafe, uses",0.0,0.0
Aug 31,"Delta 8 gets me THIS high. To the point of just wanting to forget and move forward. Do yall really deserve this? Can yall earn it? Bruh, when yall 2 in the room? A thought can send me to 250mph instantly. I need real weed and a Xanax when Im with U 2",delta  gets me this high to the point of just wanting to forget and move forward do yall really deserve this can yall earn it bruh when yall  in the room a thought can send me to mph instantly i need real weed and a xanax when im with u ,"bruh, delta, deserve, earn, forget, forward, gets, high, im, instantly, just, mph, need, point, real, really, room, send, thought, wanting, weed, xanax, yall",0.14,0.4266666666666667
Aug 31,"So I tried some Delta 8 I got from a friend. I took about 3/4th of a gummy. It was good stuff, and it’s legal in GA and a lot of other states. So look up info on your state, if weed isn’t legal yet.",so i tried some delta  i got from a friend i took about th of a gummy it was good stuff and its legal in ga and a lot of other states so look up info on your state if weed isnt legal yet,"delta, friend, ga, good, got, gummy, info, isnt, legal, look, lot, state, states, stuff, th, took, tried, weed",0.24374999999999997,0.34375
Aug 31,"if you don't really enjoy weed, you definitely won't enjoy delta 8 but if you are in the opposite boat, I think it's surprisingly ok but just not for me",if you dont really enjoy weed you definitely wont enjoy delta  but if you are in the opposite boat i think its surprisingly ok but just not for me,"boat, definitely, delta, dont, enjoy, just, ok, opposite, really, surprisingly, think, weed, wont",0.26,0.4
Aug 31,i could get wraps anywhere but i drive a min to get it from this nice welcoming shop in pittsburgh. Very cool dude he gave me delta 8 edibles. They ight but he’s also from the dmv so that’s cool,i could get wraps anywhere but i drive a min to get it from this nice welcoming shop in pittsburgh very cool dude he gave me delta  edibles they ight but hes also from the dmv so thats cool,"cool, delta, dmv, drive, dude, edibles, gave, hes, ight, min, nice, pittsburgh, shop, thats, welcoming, wraps",0.46833333333333327,0.8316666666666667
Aug 31,If it’s to calm yaself and what not yes. Give it a try and stay away from delta 8,if its to calm yaself and what not yes give it a try and stay away from delta ,"away, calm, delta, stay, try, yaself, yes",0.30000000000000004,0.75
Aug 31,"I suffer from fibro and an autoimmune disorder that causes painful inflammation. Delta 8 THC, federally legal and available for purchase in Texas (unless that's another thing they ruined today) has been a miracle worker for me.",i suffer from fibro and an autoimmune disorder that causes painful inflammation delta  thc federally legal and available for purchase in texas unless thats another thing they ruined today has been a miracle worker for me,"autoimmune, available, causes, delta, disorder, federally, fibro, inflammation, legal, miracle, painful, purchase, ruined, suffer, texas, thats, thc, thing, today, unless, worker",-0.033333333333333305,0.5
Aug 31,I was wondering who ana was. I had a rough day myself and just chewed a Delta 8 gummy. Never had luck with smaller pieces so I popped a full piece. I hope I can see sounds soon.,i was wondering who ana was i had a rough day myself and just chewed a delta  gummy never had luck with smaller pieces so i popped a full piece i hope i can see sounds soon,"ana, chewed, day, delta, gummy, hope, just, luck, piece, pieces, popped, rough, smaller, soon, sounds, wondering",0.08333333333333333,0.4833333333333334
Aug 31,Don’t bring no delta 8 roun here,dont bring no delta  roun here,"bring, delta, dont, roun",0.0,0.0
Aug 31,Is Delta-8 THC Competing with CBD? - Hemp Grower http://hempgrower.com/article/smart-start-hemp-watch-brightfield-group-delta-8-competing-with-cbd/#.YS6rnQHjuMo.twitter….,is delta thc competing with cbd  hemp grower ,"cbd, competing, delta, grower, hemp, thc",0.0,0.0
Aug 31,honestly i felt like shit until i started smoking delta 8 thc every night. improved my mood tremendously. i want to quit seroquel and desvenlafaxine so bad and not rely on psychiatric medication to survive,honestly i felt like shit until i started smoking delta  thc every night improved my mood tremendously i want to quit seroquel and desvenlafaxine so bad and not rely on psychiatric medication to survive,"bad, delta, desvenlafaxine, felt, honestly, improved, like, medication, mood, night, psychiatric, quit, rely, seroquel, shit, smoking, started, survive, thc, tremendously, want",0.00833333333333336,0.8416666666666667
Sep 1,There is exactly one shop on this island that sells delta 8 and it's run by a very cool lady that I gave too much if my money too,there is exactly one shop on this island that sells delta  and its run by a very cool lady that i gave too much if my money too,"cool, delta, exactly, gave, island, lady, money, run, sells, shop",0.3016666666666667,0.4316666666666667
Sep 1,I am not going to lie The delta 8 as wax kinda tastes like you mixed playdough with pure mint extract and a touch of ammonia,i am not going to lie the delta  as wax kinda tastes like you mixed playdough with pure mint extract and a touch of ammonia,"ammonia, delta, extract, going, kinda, lie, like, mint, mixed, playdough, pure, tastes, touch, wax",0.10714285714285714,0.375
Sep 1,Delta-8-THC craze concerns chemists,deltathc craze concerns chemists,"chemists, concerns, craze, deltathc",0.0,0.0
Sep 1,yeah a little bit but that’s probably because im usually smoking the dab cartridges so i don’t think it’d be as bad with like the delta 8 flower or even low dose delta 8 edibles. the delta 8 carts are pretty potent hehe,yeah a little bit but thats probably because im usually smoking the dab cartridges so i dont think itd be as bad with like the delta  flower or even low dose delta  edibles the delta  carts are pretty potent hehe,"bad, bit, cartridges, carts, dab, delta, dont, dose, edibles, flower, hehe, im, itd, like, little, low, potent, pretty, probably, smoking, thats, think, usually, yeah",-0.06458333333333328,0.5361111111111111
Sep 1,"delta 8 helped me quit smoking weed, it’s got a very low thc percentage. its cbd but it has very similar effects to weed minus the anxiety and paranoia. they sell it at most smoke shops",delta  helped me quit smoking weed its got a very low thc percentage its cbd but it has very similar effects to weed minus the anxiety and paranoia they sell it at most smoke shops,"anxiety, cbd, delta, effects, got, helped, low, minus, paranoia, percentage, quit, sell, shops, similar, smoke, smoking, thc, weed",0.1,0.3775
Sep 1,"oh so it’s like delta 8, I gotcha! unfortunately for me … I like being obliterated and paranoid",oh so its like delta  i gotcha unfortunately for me  i like being obliterated and paranoid,"delta, gotcha, like, obliterated, oh, paranoid, unfortunately",-0.5,1.0
Sep 1,A1 #chatms I’ve been experimenting with Delta-8 THC gummies. Looks promising. Legal here… for the moment….,a chatms ive been experimenting with delta thc gummies looks promising legal here for the moment,"chatms, delta, experimenting, gummies, ive, legal, looks, moment, promising, thc",0.2,0.35
Sep 1,Delta 8 isn’t a joke. I took 2 fat rip and did you know the human body contains enough bones to make a full human skeleton,delta  isnt a joke i took  fat rip and did you know the human body contains enough bones to make a full human skeleton,"body, bones, contains, delta, did, fat, human, isnt, joke, know, make, rip, skeleton, took",0.0875,0.3125
Sep 1,My Delta 8 gummies shipped yay,my delta  gummies shipped yay,"delta, gummies, shipped, yay",0.0,0.0
Sep 1,I really like Delta 8,i really like delta ,"delta, like, really",0.2,0.2
Sep 2,I never smoke weed and I ate two Delta 8 gummies a few months ago and I literally couldn't move. Pinned me to the floor. Next time I'll eat half a gummy. But that's different haha,i never smoke weed and i ate two delta  gummies a few months ago and i literally couldnt move pinned me to the floor next time ill eat half a gummy but thats different haha,"ago, ate, delta, different, eat, floor, gummies, gummy, haha, half, ill, literally, months, pinned, smoke, thats, time, weed",-0.11111111111111109,0.3611111111111111
Sep 2,"Delta 8 now is the saddest moment in my life he poisoned poor fucking Lee what a decade,and your using Delta 8 the worst high ever l Love you uncle Joey but if you feel them let me know I've only smoked delta 8 never ate it. I forget that your tolerance goes way down when old",delta  now is the saddest moment in my life he poisoned poor fucking lee what a decadeand your using delta  the worst high ever l love you uncle joey but if you feel them let me know ive only smoked delta  never ate it i forget that your tolerance goes way down when old,"ate, decadeand, delta, feel, forget, fucking, goes, high, ive, joey, know, lee, let, life, love, moment, old, poisoned, poor, saddest, smoked, tolerance, uncle, using, way, worst",-0.17444444444444446,0.6286111111111111
Sep 2,i got my first delta 8 cart & idk bout dis,i got my first delta  cart  idk bout dis,"bout, cart, delta, dis, got, idk",0.25,0.3333333333333333
Sep 2,Delta 8 should just be called iWeed,delta  should just be called iweed,"called, delta, iweed, just",0.0,0.0
Sep 2,J don’t buy delta 8 pls,j dont buy delta  pls,"buy, delta, dont, pls",0.0,0.0
Sep 2,i have a huge tolerance i only feel it for like an hour no matter how much i hit. I like delta 9 extracts more but delta 8 great in the morning when i dont have any thc loaded from the other day or im running low,i have a huge tolerance i only feel it for like an hour no matter how much i hit i like delta  extracts more but delta  great in the morning when i dont have any thc loaded from the other day or im running low,"day, delta, dont, extracts, feel, great, hit, hour, huge, im, like, loaded, low, matter, morning, running, thc, tolerance",0.2535714285714286,0.5750000000000001
Sep 2,Tried delta 8 the first time n now I’m in space so success I’d say,tried delta  the first time n now im in space so success id say,"delta, id, im, say, space, success, time, tried",0.275,0.16666666666666666
Sep 2,This delta 8 shit coulda saved me a few trips to jail as a teen ffs,this delta  shit coulda saved me a few trips to jail as a teen ffs,"coulda, delta, ffs, jail, saved, shit, teen, trips",-0.125,0.225
Sep 2,Delta-8 is legit,delta is legit,"delta, legit",0.0,0.0
Sep 2,I am sorry caleb from podaboutlist but I am too high on delta-8 to see what you look like right now and not have a nervous breakdown,i am sorry caleb from podaboutlist but i am too high on delta to see what you look like right now and not have a nervous breakdown,"breakdown, caleb, delta, high, like, look, nervous, podaboutlist, right, sorry",-0.01809523809523809,0.6919047619047619
Sep 3,I picked up some delta 8 stuff and that just makes me energized and laugh. Not what I hoped for lol.,i picked up some delta  stuff and that just makes me energized and laugh not what i hoped for lol,"delta, energized, hoped, just, laugh, lol, makes, picked, stuff",0.55,0.39999999999999997
Sep 3,"Naw, your got ripped off then. Those shits are potent.
Get the Delta 8 shit from any CBD store.",naw your got ripped off then those shits are potentget the delta  shit from any cbd store,"cbd, delta, got, naw, potentget, ripped, shit, shits, store",-0.2,0.8
Sep 3,just me n my delta 8 gummies against the world,just me n my delta  gummies against the world,"delta, gummies, just, world",0.0,0.0
Sep 3,wine is the delta 8 of alcohol,wine is the delta  of alcohol,"alcohol, delta, wine",0.0,0.0
Sep 3,first time tryin delta 8 & must say i’m a fan,first time tryin delta   must say im a fan,"delta, fan, im, say, time, tryin",0.25,0.3333333333333333
Sep 3,Delta 8 emergency successful. Back in my happy place.,delta  emergency successful back in my happy place,"delta, emergency, happy, place, successful",0.5166666666666667,0.65
Sep 3,"I'm familiar with delta 8, and 9... Didn't know they came out with #10... I wonder what the effects are.",im familiar with delta  and  didnt know they came out with  i wonder what the effects are,"came, delta, didnt, effects, familiar, im, know, wonder",0.375,0.5
Sep 3,"People also call the poison hotline about Delta 8. This data, without context, doesn't actually say much. Not picking a side, just saying even the right side needs to use real evidence to make a case.",people also call the poison hotline about delta  this data without context doesnt actually say much not picking a side just saying even the right side needs to use real evidence to make a case,"actually, case, context, data, delta, doesnt, evidence, hotline, just, make, needs, people, picking, poison, real, right, say, saying, use",0.17142857142857143,0.2839285714285714
Sep 3,I take a few delta 8 gummies before bed. I sleep the whole night through and no sleep paralysis. I think you need to be 21 to purchase if it’s legal in your state,i take a few delta  gummies before bed i sleep the whole night through and no sleep paralysis i think you need to be  to purchase if its legal in your state,"bed, delta, gummies, legal, need, night, paralysis, purchase, sleep, state, think",0.06666666666666667,0.2333333333333333
Sep 3,Just bought me a new vape and Delta 8 THC. Let’s see how it works for good ole nerve damage/chronic pain,just bought me a new vape and delta  thc lets see how it works for good ole nerve damagechronic pain,"bought, damagechronic, delta, good, just, lets, nerve, new, ole, pain, thc, vape, works",0.41818181818181815,0.5272727272727273
Sep 4,"i think delta 8 is funny because its like, dude weed j got legalized",i think delta  is funny because its like dude weed j got legalized,"delta, dude, funny, got, legalized, like, think, weed",0.25,1.0
Sep 4,"In conclusion thc delta 8 is basically a ""workman's high"" which simply means it gets you there but it doesn't get you dangerously high which if people don't understand the plant... They freak out. But it's good. The effects are there EXCEPT the genuine creativity that comes from",in conclusion thc delta  is basically a workmans high which simply means it gets you there but it doesnt get you dangerously high which if people dont understand the plant they freak out but its good the effects are there except the genuine creativity that comes from,"basically, comes, conclusion, creativity, dangerously, delta, doesnt, dont, effects, freak, genuine, gets, good, high, means, people, plant, simply, thc, understand, workmans",0.284,0.5074285714285713
Sep 4,delta 8 is S tier,delta  is s tier,"delta, tier",0.0,0.0
Sep 4,been researching this Delta-8 stuff and it's basically legal reggie LMAO,been researching this delta stuff and its basically legal reggie lmao,"basically, delta, legal, lmao, reggie, researching, stuff",0.4,0.6
Sep 4,Just tried delta 8 how the hell they make a diet THC,just tried delta  how the hell they make a diet thc,"delta, diet, hell, just, make, thc, tried",0.0,0.0
Sep 4,I once accidentally bought delta 8 instead of regular and was like bruh wtf. Think I threw them away lol,i once accidentally bought delta  instead of regular and was like bruh wtf think i threw them away lol,"accidentally, away, bought, bruh, delta, instead, like, lol, regular, think, threw, wtf",0.10000000000000002,0.5923076923076923
Sep 4,"So angry. Betrayals. Excuses. Lies. Fear. Deceptions. Rumors. Gossip.
Its a lot to deal with. I mean there's only 4 people I can be around from my past group and Ima need actual weed for that day. Like the strong stuff, not delta 8.",so angry betrayals excuses lies fear deceptions rumors gossipits a lot to deal with i mean theres only  people i can be around from my past group and ima need actual weed for that day like the strong stuff not delta ,"actual, angry, betrayals, day, deal, deceptions, delta, excuses, fear, gossipits, group, ima, lies, like, lot, mean, need, past, people, rumors, strong, stuff, theres, weed",-0.10486111111111111,0.6284722222222222
Sep 4,"Waiting on my order , drnk is gonna crush it ,the delta 8 products are gonna be the gas on the fire",waiting on my order  drnk is gonna crush it the delta  products are gonna be the gas on the fire,"crush, delta, drnk, gas, gonna, order, products, waiting",0.0,0.0
Sep 4,Delta 8 just diet weed,delta  just diet weed,"delta, diet, just, weed",0.0,0.0
Sep 4,If its legal where you're at Delta 8 THC has helped out with my back and muscle pain immensely. Alongside my Gabapentin and DULoxetine it's knocked it out almost completely,if its legal where youre at delta  thc has helped out with my back and muscle pain immensely alongside my gabapentin and duloxetine its knocked it out almost completely,"alongside, completely, delta, duloxetine, gabapentin, helped, immensely, knocked, legal, muscle, pain, thc, youre",0.07500000000000001,0.4
Sep 5,the 0G kush variant of delta 8 tastes like black liquorish and its terrible,the g kush variant of delta  tastes like black liquorish and its terrible,"black, delta, kush, like, liquorish, tastes, terrible, variant",-0.5833333333333334,0.7166666666666667
Sep 5,If we match n u pull out some Delta 8 bitch I’m finna roast your ass & smoke my GAS by MYSELF,if we match n u pull out some delta  bitch im finna roast your ass  smoke my gas by myself,"ass, bitch, delta, finna, gas, im, match, pull, roast, smoke",0.0,0.0
Sep 5,delta 8 should not be as legal as it is,delta  should not be as legal as it is,"delta, legal",0.2,0.2
Sep 5,Couple of Delta 8 gummy’s and la la land.,couple of delta  gummys and la la land,"couple, delta, gummys, la, land",0.0,0.0
Sep 5,One of my neighbors has Parkinsons so bad he shakes violently. I saw him outside and he wasn't shaking at all. He told me they put him on a Delta 8 cbd and his shaking went away. He eats a piece of gummy candy a day.,one of my neighbors has parkinsons so bad he shakes violently i saw him outside and he wasnt shaking at all he told me they put him on a delta  cbd and his shaking went away he eats a piece of gummy candy a day,"away, bad, candy, cbd, day, delta, eats, gummy, neighbors, outside, parkinsons, piece, saw, shakes, shaking, told, violently, wasnt, went",-0.5,0.5722222222222222
Sep 5,"My Delta 8 cartridges came in. They're awesome, and legal, it's delta 8 instead of delta9 the
About half as potent but great buzz and helps my symptoms soooo much, if you haven't tried you should, especially if delta9 Is illegal in your state",my delta  cartridges came in theyre awesome and legal its delta  instead of delta theabout half as potent but great buzz and helps my symptoms soooo much if you havent tried you should especially if delta is illegal in your state,"awesome, buzz, came, cartridges, delta, especially, great, half, havent, helps, illegal, instead, legal, potent, soooo, state, symptoms, theabout, theyre, tried",0.25416666666666665,0.5395833333333333
Sep 5,"i ran out too its interesting the synchronicities i see.
Have you tried Delta 8 from a smoke shop?
Its low THC Hemp flower with Terps...Gets you pretty stoned. You will thank me later.",i ran out too its interesting the synchronicities i seehave you tried delta  from a smoke shopits low thc hemp flower with terpsgets you pretty stoned you will thank me later,"delta, flower, hemp, interesting, later, low, pretty, ran, seehave, shopits, smoke, stoned, synchronicities, terpsgets, thank, thc, tried",0.1875,0.45
Sep 5,Just got some delta 8 Eyes bout to try this diet weed out lmao,just got some delta  eyes bout to try this diet weed out lmao,"bout, delta, diet, eyes, got, just, lmao, try, weed",0.6,1.0
Sep 5,Delta 8 is Delta great,delta  is delta great,"delta, great",0.8,0.75
Sep 5,Never thought I’d be buying delta 8 pre rolls at a gas station. Shit low key be smackin,never thought id be buying delta  pre rolls at a gas station shit low key be smackin,"buying, delta, gas, id, key, low, pre, rolls, shit, smackin, station, thought",-0.06666666666666667,0.7000000000000001
